PRICE,SQFT,house.age,PROP_TYPE,PARK_DIST,HOSPITAL_D,RAIL_DIST,BUS_COUNTS,FnB_COUNTS,neighborhood,population.density,median.age,dominant.race,city
650000,2088,122,Multi-Family,205.7680826,867.7139304,654.2227712,12,1,The Bronx,34920,31,Hispanic or Latino,New York City
980000,1829.844584,96,Multi-Family,284.5233639,2768.147522,489.8141831,13,17,The Bronx,34920,31,Hispanic or Latino,New York City
765000,2500,34,Single Family Residential,29.027855,1460.856165,484.572879,12,5,The Bronx,34920,31,Hispanic or Latino,New York City
399999,2180,83,Multi-Family,532.5006936,2561.092379,611.490273,16,4,The Bronx,34920,31,Hispanic or Latino,New York City
849000,2000,122,Multi-Family,465.8197485,2718.106651,337.6761673,14,3,The Bronx,34920,31,Hispanic or Latino,New York City
875000,2205,31,Multi-Family,289.5261282,1928.741776,368.6742632,9,6,The Bronx,34920,31,Hispanic or Latino,New York City
925000,3013,26,Multi-Family,358.9911916,1703.896781,708.8490501,11,4,The Bronx,34920,31,Hispanic or Latino,New York City
299000,1829.844584,66.235406,Vacant Land,218.4826486,1484.985609,856.632736,12,4,The Bronx,34920,31,Hispanic or Latino,New York City
699000,2300,103,Multi-Family,443.5832442,1092.973236,1293.989086,9,2,The Bronx,34920,31,Hispanic or Latino,New York City
1400000,2076,108,Multi-Family,312.590955,1049.962246,1355.287941,7,4,The Bronx,34920,31,Hispanic or Latino,New York City
325000,1829.844584,66.235406,Vacant Land,331.297502,1024.173222,1376.762068,8,4,The Bronx,34920,31,Hispanic or Latino,New York City
799000,1829.844584,28,Multi-Family,339.397103,994.5874365,1404.903544,8,4,The Bronx,34920,31,Hispanic or Latino,New York City
1700000,2484,103,Multi-Family,366.9351831,972.9180773,1422.302242,8,3,The Bronx,34920,31,Hispanic or Latino,New York City
949000,1872,113,Multi-Family,192.5261387,1040.299803,1244.459391,11,9,The Bronx,34920,31,Hispanic or Latino,New York City
1025000,3015,18,Multi-Family,353.8964469,782.0720694,1518.590335,12,18,The Bronx,34920,31,Hispanic or Latino,New York City
989000,3045,22,Multi-Family,494.7760997,637.2767476,1650.168225,12,18,The Bronx,34920,31,Hispanic or Latino,New York City
449000,1232,122,Single Family Residential,756.7066363,455.0276018,1521.170765,14,19,The Bronx,34920,31,Hispanic or Latino,New York City
700000,1620,23,Townhouse,142.6790547,1653.05947,535.3688146,18,16,The Bronx,34920,31,Hispanic or Latino,New York City
999999,1829.844584,24,Multi-Family,123.5670679,1584.990419,601.9142245,19,16,The Bronx,34920,31,Hispanic or Latino,New York City
1164000,2700,29,Multi-Family,537.8642806,1144.105991,381.4851878,19,26,The Bronx,34920,31,Hispanic or Latino,New York City
1050000,1960,29,Multi-Family,837.5668839,918.8253114,453.4039327,18,5,The Bronx,34920,31,Hispanic or Latino,New York City
999000,2400,32,Multi-Family,890.1120858,1277.936534,743.5682344,18,7,The Bronx,34920,31,Hispanic or Latino,New York City
999000,3036,24,Multi-Family,1075.190646,1415.16682,936.8778977,19,6,The Bronx,34920,31,Hispanic or Latino,New York City
299000,671,15,Condo/Co-op,1235.893804,1616.976967,990.8880403,18,3,The Bronx,34920,31,Hispanic or Latino,New York City
275000,815,69,Condo/Co-op,326.4383665,386.5903251,57.37611162,7,10,The Bronx,34920,31,Hispanic or Latino,New York City
750000,1829.844584,83,Multi-Family,584.6641847,4468.983817,3866.584773,1,0,The Bronx,34920,31,Hispanic or Latino,New York City
697888,1494,103,Multi-Family,1441.104632,2657.868358,2053.385112,5,2,The Bronx,34920,31,Hispanic or Latino,New York City
999000,2066,21,Multi-Family,568.328181,3399.117159,2884.824624,10,0,The Bronx,34920,31,Hispanic or Latino,New York City
900000,1788,73,Multi-Family,779.3293472,3293.433624,2760.297624,11,1,The Bronx,34920,31,Hispanic or Latino,New York City
675000,1750,73,Multi-Family,759.6691036,3335.162012,2802.159158,11,1,The Bronx,34920,31,Hispanic or Latino,New York City
875000,2215,73,Multi-Family,269.9656052,4623.102856,4048.702278,5,0,The Bronx,34920,31,Hispanic or Latino,New York City
999999,2088,88,Multi-Family,1099.163776,3371.265034,2717.942952,8,2,The Bronx,34920,31,Hispanic or Latino,New York City
370000,544,98,Single Family Residential,377.7560433,4281.149235,3749.101328,8,0,The Bronx,34920,31,Hispanic or Latino,New York City
825000,2443,63,Single Family Residential,450.5112224,4677.770672,4135.775596,6,0,The Bronx,34920,31,Hispanic or Latino,New York City
729000,1624,73,Multi-Family,669.4461066,4259.701224,3741.618408,9,0,The Bronx,34920,31,Hispanic or Latino,New York City
799000,2365,83,Multi-Family,726.1194356,5058.050622,4507.443325,0,0,The Bronx,34920,31,Hispanic or Latino,New York City
799000,2322,83,Multi-Family,732.686213,5062.103486,4512.038578,0,0,The Bronx,34920,31,Hispanic or Latino,New York City
789000,1100,93,Multi-Family,1489.625628,3793.872645,2975.267445,3,0,The Bronx,34920,31,Hispanic or Latino,New York City
879000,1944,68,Multi-Family,692.9997144,4875.745857,4343.806506,6,0,The Bronx,34920,31,Hispanic or Latino,New York City
895000,2259,73,Single Family Residential,1006.53484,4260.37636,3650.382509,8,0,The Bronx,34920,31,Hispanic or Latino,New York City
539000,1224,73,Townhouse,1465.939045,3893.366671,3087.675137,4,0,The Bronx,34920,31,Hispanic or Latino,New York City
539000,1224,73,Townhouse,1465.939045,3893.366671,3087.675137,4,0,The Bronx,34920,31,Hispanic or Latino,New York City
829000,2400,93,Multi-Family,938.9946799,4810.2312,4279.311503,6,0,The Bronx,34920,31,Hispanic or Latino,New York City
895000,1700,93,Multi-Family,989.2985841,4884.888393,4348.375108,6,0,The Bronx,34920,31,Hispanic or Latino,New York City
999000,1980,63,Multi-Family,1051.864828,4335.946481,3716.94798,8,0,The Bronx,34920,31,Hispanic or Latino,New York City
