PRICE,SQFT,house.age,PROP_TYPE,PARK_DIST,HOSPITAL_D,RAIL_DIST,BUS_COUNTS,FnB_COUNTS,neighborhood,population.density,median.age,dominant.race,city
164900,2025.422782,95,Multi-Family,786,1485,5036,35,8,South Shore,18768,38.5,Black,Chicago
159900,1104,123,Single Family Residential,508,1355,4948,36,3,South Shore,18768,38.5,Black,Chicago
222999,2025.422782,106,Multi-Family,835,1698,4768,47,17,South Shore,18768,38.5,Black,Chicago
258000,2025.422782,109,Multi-Family,179,727,4218,47,11,South Shore,18768,38.5,Black,Chicago
239999,1420,72,Single Family Residential,205,615,3935,50,11,South Shore,18768,38.5,Black,Chicago
289999,2025.422782,99,Multi-Family,246,983,3364,40,10,South Shore,18768,38.5,Black,Chicago
325999,1200,68.46433862,Single Family Residential,302,1116,3911,50,11,South Shore,18768,38.5,Black,Chicago
249900,2025.422782,123,Multi-Family,233,874,3773,53,13,South Shore,18768,38.5,Black,Chicago
319900,1440,108,Single Family Residential,737,968,5334,38,2,South Shore,18768,38.5,Black,Chicago
425000,2025.422782,103,Multi-Family,290,1047,3801,51,12,South Shore,18768,38.5,Black,Chicago
498900,2025.422782,104,Multi-Family,337,1122,3407,47,13,South Shore,18768,38.5,Black,Chicago
390000,2025.422782,113,Multi-Family,187,882,3705,52,13,South Shore,18768,38.5,Black,Chicago
1125000,2025.422782,96,Multi-Family,581,1462,4911,33,4,South Shore,18768,38.5,Black,Chicago
599999,3138,104,Single Family Residential,748,1744,4571,49,20,South Shore,18768,38.5,Black,Chicago
74900,2200,111,Single Family Residential,957,1558,5332,34,12,South Shore,18768,38.5,Black,Chicago
